entity_id,entity_name,type,area,query,result,top_title,top_url,top_snippet,domain,tier,error
vuon-trai-cay-cu-lao-dai,Vườn trái cây Cù Lao Dài,nature,vinh-long,Vườn trái cây Cù Lao Dài Vĩnh Long,MATCH,Cù Lao Dài - Điểm đến mới thú vị của du lịch Vĩnh Long,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/cu-lao-dai-diem-den-moi-thu-vi-cua-du-lich-vinh-long.html,Để đến được cù lao Dài; du khách có thể đi bằng tàu du lịch từ thành phố Vĩnh Long; chạy dọc theo dòng Cổ Chiên khoảng gần 2 giờ đồng hồ. Hoặc du khách cũng có thể đi bằng đường bộ đến thị trấn Vũng Liêm sau đó tiếp tục di chuyển qua phà Quới An – Quới Thiện khoảng 10 phút.,thamhiemmekong.com,OTHER,
vuon-trai-cay-dac-san-long-ho,Vườn trái cây đặc sản Long Hồ,nature,vinh-long,Vườn trái cây đặc sản Long Hồ Vĩnh Long,MATCH,Vườn Trái Cây Bình Hòa Phước Vĩnh Long: Đi Mùa T5-T9,https://dulichbinhminh.com/vuon-trai-cay-binh-hoa-phuoc-vinh-long,"HDV Du Lịch Bình Minh đặc biệt am hiểu cây trái — biết phân biệt chôm chôm Long Hồ vs chôm chôm Java, biết cách chọn sầu riêng ngon, hướng dẫn khách thưởng thức đúng cách.",dulichbinhminh.com,OTHER,
vuon-trai-cay-tam-loc,Vườn trái cây Tám Lộc,attraction,vinh-long,Vườn trái cây Tám Lộc Vĩnh Long điểm tham quan,MATCH,Tổng hợp danh sách các vườn trái cây gần cầu Mỹ Thuận - Vĩnh...,https://tourmientay.com/tong-hop-danh-sach-cac-vuon-trai-cay-gan-cau-my-thuan-vinh-long.html,"Vườn trái cây Tám Lộc, là một điểm tham quan thú vị trong tour Vĩnh Long với nhiều loại trái cây đặc sản miền Tây.",tourmientay.com,OTHER,
vuon-xoai-tu-quy-thanh-son,Vườn xoài tứ quý Thanh Sơn,attraction,ben-tre,Vườn xoài tứ quý Thanh Sơn Bến Tre điểm tham quan,MATCH,Những địa điểm du lịch ở Bến Tre | Yong.vn,https://www.yong.vn/nhung-dia-diem-du-lich-o-ben-tre,"- Vườn xoài tứ quý Thanh Sơn : cũng nằm ở khu bảo tồn ốc gạo Phú Đa các bạn có thể thưởng thức xoài chua chấm mắm đường, hoặc xoài chín cây",yong.vn,OTHER,
vuot-song-co-chien,Vượt sông Cổ Chiên bằng phà,experience,ben-tre,Vượt sông Cổ Chiên bằng phà Bến Tre,AMBIGUOUS,Phà Cổ Chiên – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Phà_Cổ_Chiên,"Từ đầu năm 2002 bến phà được xây dựng lại và khánh thành vào ngày 25 tháng 2 năm 2008. Đây là bến phà quy mô bán vĩnh cửu, tiêu chuẩn bến phà cấp 4, hoạt động 24/24, thủy trình vượt sông Cổ Chiên dài 2,6 km, thời gian qua sông không quá 15 phút.",vi.wikipedia.org,TIER1,
vys-house-drinks-tea---2-thang-9,Vy's House Drinks & Tea - 2 Tháng 9,restaurant,vinh-long,Vy's House Drinks & Tea 2 Tháng 9 Vĩnh Long địa chỉ,MATCH,Vy's House Drinks & Tea - 2 Tháng 9 ở Vĩnh Long | Foody.vn,https://www.foody.vn/vinh-long/vy-s-house-drinks-tea-2-thang-9,Xem thêm địa điểm lân cận. Vy's House Drinks & Tea - 2 Tháng 9. Vĩnh Long.,foody.vn,OTHER,
wifi-cong-cong-khu-vuc-trung-tam-tp-vinh-long-vinh-long,Wifi công cộng – Khu vực trung tâm TP Vĩnh Long,facility,vinh-long,Wifi công cộng Khu vực trung tâm TP Vĩnh Long Vĩnh Long địa chỉ,AMBIGUOUS,Thí điểm Miễn Phí Wifi Khu Vực Trung Tâm Hà Nội Cập Nhật Ngày...,https://caycanhtrangtri.com/thi-diem-mien-phi-wifi-khu-vuc-trung-tam-ha-noi/,"Đồng thời, hệ thống WiFi công cộng cũng góp phần khẳng định hình ảnh phường Cửa Nam là điểm đến văn minh, thân thiện, thông minh và hiện đại của Thủ đô.",caycanhtrangtri.com,OTHER,
xa-an-binh,Xã An Bình,place,vinh-long,Xã An Bình Vĩnh Long,MATCH,"Khám phá Xã An Bình, Tỉnh Vĩnh Long: Thông Tin Hành... | VReview.vn",https://vreview.vn/an-binh-vinh-long,"Xã An Bình có Diện tích: 61.84 km², Dân số: 51,382 người, Mật độ dân số: Khoảng 830.89 người/km². Tôi có thể tìm bản đồ tương tác và danh sách xã phường ở đâu?",vreview.vn,OTHER,
xa-an-dinh,Xã An Định,place,ben-tre,Xã An Định Bến Tre,MATCH,Xã An Định | Mã Số Doanh Nghiệp,https://www.masodoanhnghiep.vn/ben-tre-7/huyen-mo-cay-nam-184/xa-an-dinh-2631,"Đại diện pháp luật: Nguyễn Trung Khánh. Địa chỉ: Số 350, ấp Phú Đông 1, Xã An Định, Huyện Mỏ Cày Nam, Bến Tre.",masodoanhnghiep.vn,OTHER,
xa-an-hiep,Xã An Hiệp,place,ben-tre,Xã An Hiệp Bến Tre,MATCH,An Hiệp – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/An_Hiệp,"Theo đó, sắp xếp toàn bộ diện tích tự nhiên, quy mô dân số của các xã An Hiệp, Tân Hưng và An Ngãi Tây thuộc huyện Ba Tri của tỉnh Bến Tre trước đây thành xã mới có tên gọi là xã An Hiệp (Khoản 87 Điều 1).",vi.wikipedia.org,TIER1,
xa-an-ngai-trung,Xã An Ngãi Trung,place,ben-tre,Xã An Ngãi Trung Bến Tre,MATCH,"Xã An Ngãi Trung, Huyện Ba Tri, Tỉnh Bến Tre",https://tinbds.com/ben-tre/ba-tri/xa-an-ngai-trung,"Ghi chú về Xã An Ngãi Trung.Điện thoại UBND, hình ảnh về An Ngãi Trung, Ba Tri, Bến Tre.",tinbds.com,OTHER,
xa-an-phu-tan,Xã An Phú Tân,place,tra-vinh,Xã An Phú Tân Trà Vinh,MATCH,"Địa danh du lịch nổi bật tại Xã An Phú Tân, Huyện Cầu Kè, Trà Vinh",https://vigotrip.com/dia-danh/xa-an-phu-tan-district9981,Cù lao Tân Quy ở Trà Vinh được du khách biết đến là một cù lao xanh với trái cây nặng trĩu trên cành.,vigotrip.com,OTHER,
xa-an-qui,Xã An Qui,place,ben-tre,Xã An Qui Bến Tre,MATCH,An Qui – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/An_Qui,"Theo đó, sắp xếp toàn bộ diện tích tự nhiên, quy mô dân số của các xã An Qui, An Nhơn và An Thuận thuộc huyện Thạnh Phú của tỉnh Bến Tre trước đây thành xã mới có tên gọi là xã An Qui (Khoản 78 Điều 1).",vi.wikipedia.org,TIER1,
xa-an-truong,Xã An Trường,place,tra-vinh,Xã An Trường Trà Vinh,MATCH,"Xã An Trường, Huyện Càng Long, Tỉnh Trà Vinh | Tin bất động sản",https://tinbds.com/tra-vinh/cang-long/xa-an-truong,"Sau năm 1975, An Trường là 1 xã của huyện Càng Long.Điện thoại UBND, hình ảnh về An Trường, Càng Long, Trà Vinh.",tinbds.com,OTHER,
xa-bao-thanh,Xã Bảo Thạnh,place,ben-tre,Xã Bảo Thạnh Bến Tre,MATCH,"Khám phá Xã Bảo Thạnh, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/bao-thanh-vinh-long,"Xã Bảo Thạnh có Diện tích: 62.28 km², Dân số: 25,225 người, Mật độ dân số: Khoảng 405.03 người/km². Tôi có thể tìm bản đồ tương tác và danh sách xã phường ở đâu?",vreview.vn,OTHER,
xa-binh-phu,Xã Bình Phú,place,tra-vinh,Xã Bình Phú Trà Vinh,MATCH,Danh sách đơn vị hành chính trực thuộc tỉnh Trà Vinh,https://ximangcantho.vn/don-vi-hanh-chinh-truc-thuoc-tinh-tra-vinh/,Thành phố Trà Vinh. 842. Xã Long Đức.Huyện Càng Long. 844. Xã Tân Bình.,ximangcantho.vn,OTHER,
xa-binh-phuoc,Xã Bình Phước,place,vinh-long,Xã Bình Phước Vĩnh Long,MATCH,"Khám phá Xã Bình Phước, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/binh-phuoc-vinh-long,"Hình ảnh bản đồ Tỉnh Vĩnh Long (sau sáp nhập 2025). Xã Bình Phước được thành lập trên cơ sở sáp nhập Xã Long Mỹ (huyện Mang Thít), Xã Hòa Tịnh, Xã Bình Phước.",vreview.vn,OTHER,
xa-cai-nhum,Xã Cái Nhum,place,vinh-long,Xã Cái Nhum Vĩnh Long,MATCH,Cái Nhum – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Cái_Nhum,"Cái Nhum là một xã thuộc tỉnh Vĩnh Long, Việt Nam. Trước ngày 16 tháng 6 năm 2025, Cái Nhum là thị trấn huyện lỵ của huyện Mang Thít, tỉnh Vĩnh Long.",vi.wikipedia.org,TIER1,
xa-cau-ke,Xã Cầu Kè,place,tra-vinh,Xã Cầu Kè Trà Vinh,MATCH,Cầu Kè (huyện) – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Cầu_Kè_(huyện),"Ngày 26 tháng 11 năm 1991, tỉnh Cửu Long được chia thành 2 tỉnh: Vĩnh Long và Trà Vinh, huyện Cầu Kè thuộc tỉnh Trà Vinh, bao gồm 9 xã: An Phú Tân, Châu Điền, Hòa An, Ninh Thới, Phong Phú, Phong Thạnh, Tam Ngãi, Thạnh Phú và Thông Hòa.",vi.wikipedia.org,TIER1,
xa-cau-ngang,Xã Cầu Ngang,place,tra-vinh,Xã Cầu Ngang Trà Vinh,MATCH,Khám phá 3 điểm du lịch độc đáo tại Cầu Ngang (Trà Vinh),https://mytour.vn/vi/blog/bai-viet/kham-pha-3-diem-du-lich-doc-dao-tai-cau-ngang-tra-vinh.html,"Cầu Ngang là một trong những điểm du lịch nổi tiếng của tỉnh Trà Vinh. Hãy cùng khám phá 3 địa điểm du lịch Cầu Ngang hấp dẫn, đẹp và nổi tiếng. Tổng quan về Cầu Ngang.Địa chỉ: Xã Mỹ Long, huyện Cầu Ngang, tỉnh Trà Vinh. Giá: Miễn phí.",mytour.vn,TIER3,
xa-chanh-an,Xã Chánh An,attraction,vinh-long,Xã Chánh An Vĩnh Long điểm tham quan,MATCH,Những địa điểm tham quan Vĩnh Long đẹp ngút ngàn khiến bạn...,https://mia.vn/cam-nang-du-lich/nhung-dia-diem-tham-quan-vinh-long-dep-ngut-ngan-khien-ban-khong-the-roi-mat-9662,Chùa Ông là địa điểm tham quan Vĩnh Long mà bất kỳ ai đến đây cũng đều choáng ngợp. Địa danh này còn có tên gọi khách là chùa Thất Phủ Miếu và Hội Quán Phúc Kiến.,mia.vn,TIER3,
xa-chau-hoa,Xã Châu Hòa,place,ben-tre,Xã Châu Hòa Bến Tre,MATCH,"Thông tin du lịch tại Xã Châu Hòa, Huyện Giồng Trôm, Bến Tre. Chơi...",https://vigotrip.com/viet-nam/ben-tre/huyen-giong-trom/xa-chau-hoa,Danh sách phường xã. Thị trấn Giồng Trôm. Xã Phong Nẫm. Danh sách khách sạn. Khu nghỉ dưỡng Mango Home Riverside Bến Tre.,vigotrip.com,OTHER,
xa-chau-hung,Xã Châu Hưng,place,ben-tre,Xã Châu Hưng Bến Tre,MATCH,Danh sách đơn vị hành chính trực thuộc tỉnh Bến Tre,https://ximangcantho.vn/don-vi-hanh-chinh-truc-thuoc-tinh-ben-tre/,"Tỉnh Bến Tre hiện có 9 đơn vị hành chính cấp huyện, gồm 1 thành phố trực thuộc trung ương và 8 huyện.",ximangcantho.vn,OTHER,
xa-chau-thanh,Xã Châu Thành,place,tra-vinh,Xã Châu Thành Trà Vinh,MATCH,Tìm hiểu về xã Châu Thành tỉnh Vĩnh Long | TikTok,https://www.tiktok.com/@vuuchiven/video/7551027790867336466,"Trả lời @saomai600 xã Châu Thành - tỉnh Vĩnh Long Sáp nhập từ: Thị trấn Châu Thành, Xã Mỹ Chánh, Xã Thanh Mỹ, Xã Đa Lộc (huyện Châu Thành, tỉnh Trà Vinh) #satnhap #travinh #84.",tiktok.com,OTHER,
xa-cho-lach,Xã Chợ Lách,place,ben-tre,Xã Chợ Lách Bến Tre,MATCH,Chợ Lách (huyện) – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Chợ_Lách_(huyện),"Chợ Lách là một huyện cũ thuộc tỉnh Bến Tre cũ. Nay là các xã Chợ Lách, Phú Phụng, Vĩnh Thành và một phần xã Hưng Khánh Trung thuộc tỉnh Vĩnh Long, Việt Nam.",vi.wikipedia.org,TIER1,
xa-dai-an,Xã Đại An,place,tra-vinh,Xã Đại An Trà Vinh,AMBIGUOUS,Đại An (xã) – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Đại_An_(xã),"Theo đó, sắp xếp toàn bộ diện tích tự nhiên, quy mô dân số của thị trấn Định An và các xã Đại An, Định An thành xã mới có tên gọi là xã Đại An. Sau khi sáp nhập, xã Đại An có 32,32 km² diện tích tự nhiên và dân số 22.672 người.",vi.wikipedia.org,TIER1,
xa-dai-dien,Xã Đại Điền,place,ben-tre,Xã Đại Điền Bến Tre,MATCH,"DANH SÁCH CƠ QUAN Xã Đại Điền, H. Thạnh Phú, T. Bến Tre - Yến...",https://bentre.haogiayensao.com/Dai-Dien/,YẾN SÀO Xã Đại Điền - HÀO GIA. Chuyên cung cấp Tổ Yến Sào Đại Điền các loại chất lượng cao nhất tại BẾN TRE.,bentre.haogiayensao.com,OTHER,
xa-don-chau,Xã Đôn Châu,place,tra-vinh,Xã Đôn Châu Trà Vinh,MATCH,Danh sách đơn vị hành chính trực thuộc tỉnh Trà Vinh,https://ximangcantho.vn/don-vi-hanh-chinh-truc-thuoc-tinh-tra-vinh/,Thị trấn. Huyện Châu Thành. 847. Xã Đa Lộc.Huyện Cầu Ngang. 848. Xã Vĩnh Kim.,ximangcantho.vn,OTHER,
xa-dong-hai,Xã Đông Hải,place,tra-vinh,Xã Đông Hải Trà Vinh,AMBIGUOUS,Trang thông tin điện tử UBND xã Đông Hải,https://donghai.vinhlong.gov.vn/,"1 day ago · Chiều ngày 06/4/2026, UBND xã Đông Hải tổ chức hội nghị công bố quyết định thành lập Ban đại diện Hội đồng quản trị Ngân hàng Chính sách xã hội (NHCSXH) xã Đông Hải.",donghai.vinhlong.gov.vn,TIER1,
xa-dong-khoi,Xã Đồng Khởi,place,ben-tre,Xã Đồng Khởi Bến Tre,MATCH,Di tích lịch sử Đồng Khởi Bến Tre - dsvh.gov.vn,https://dsvh.gov.vn/di-tich-lich-su-dong-khoi-ben-tre-3002,"Di tích Đồng Khởi Bến Tre thuộc xã Định Thủy, huyện Mỏ Cày Nam, tỉnh Bến Tre - nơi diễn ra sự kiện lịch sử Đồng Khởi Bến Tre, mở đầu cho phong trào Đồng Khởi của cách mạng miền Nam Việt Nam.",dsvh.gov.vn,OTHER,
xa-giao-long,Xã Giao Long,place,ben-tre,Xã Giao Long Bến Tre,MATCH,"Thông tin du lịch tại Xã Giao Long, Huyện Châu Thành, Bến Tre. Chơi...",https://vigotrip.com/viet-nam/ben-tre/huyen-chau-thanh/xa-giao-long,"Khách sạn Sen Hồng Town Bến Tre. Huyện Châu Thành, Bến Tre. Khu nghỉ dưỡng Cồn Phụng Resort Mekong Bến Tre.",vigotrip.com,OTHER,
xa-giong-trom,Xã Giồng Trôm,place,ben-tre,Xã Giồng Trôm Bến Tre,MATCH,Giồng Trôm (huyện) – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Giồng_Trôm_(huyện),"Phía bắc giáp huyện Bình Đại, có ranh giới là sông Ba Lai. Thị trấn Giồng Trôm là huyện lỵ huyện Giồng Trôm, nằm trên tỉnh lộ 885 từ thành phố Bến Tre đi Ba Tri. Dân số hiện tại khoảng 168.744 người. Mật độ: 542 người/km².",vi.wikipedia.org,TIER1,
xa-ham-giang,Xã Hàm Giang,place,tra-vinh,Xã Hàm Giang Trà Vinh,MATCH,"Xã Ha m Giang, Tỉnh Vĩnh Long mới sáp nhập 2026 | Tỉnh Thành Việt...",https://tinhthanhvn.com/province/vinh-long/xa-ham-giang,"Xã Hàm Giang được hình thành từ việc hợp nhất các đơn vị hành chính: Xã Hàm Tân, Xã Kim Sơn, Xã Hàm Giang thuộc Huyện Trà Cú - Trà Vinh cũ trước đó.",tinhthanhvn.com,OTHER,
xa-hau-loc,Xã Hậu Lộc,place,vinh-long,Xã Hậu Lộc Vĩnh Long,ERROR,,,,,,TimeoutException: Request timed out: ConnectTimeout('timed out')
xa-hiep-my,Xã Hiệp Mỹ,place,tra-vinh,Xã Hiệp Mỹ Trà Vinh,MATCH,"Xã Hiệp Mỹ, tỉnh Trà Vinh (cũ) sau sáp nhập mới nhất hiện nay - Thay...",https://thaydoigiayto.vn/xa-hiep-my-tinh-tra-vinh-cu-sau-sap-nhap-moi-nhat-hien-nay/,"Vĩnh Long theo các nội dung sau: Tổ chức lại toàn bộ diện tích tự nhiên và quy mô dân số của các xã Long Sơn, Hiệp Mỹ Đông cùng Hiệp Mỹ Tây để hình thành xã mới mang tên xã Hiệp Mỹ. Trụ sở chính của xã mới sẽ đặt tại địa chỉ UBND xã Hiệp Mỹ Tây cũ.",thaydoigiayto.vn,OTHER,
xa-hieu-phung,Xã Hiếu Phụng,place,vinh-long,Xã Hiếu Phụng Vĩnh Long,MATCH,"Khám phá Xã Hiếu Phụng, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/hieu-phung-vinh-long,Hình ảnh bản đồ Tỉnh Vĩnh Long sau sáp nhập (Nguồn: Bộ Nông nghiệp và Môi trường - Nhà xuất bản Tài nguyên Môi trường và Bản đồ Việt Nam).Xã Hiếu Phụng thuộc tỉnh nào sau sáp nhập 2025?,vreview.vn,OTHER,
xa-hieu-thanh,Xã Hiếu Thành,place,vinh-long,Xã Hiếu Thành Vĩnh Long,MATCH,"Khám phá Xã Hiếu Thành, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/hieu-thanh-vinh-long,"Hình ảnh bản đồ Tỉnh Vĩnh Long (sau sáp nhập 2025).Xã Hiếu Thành có Diện tích: 53.41 km², Dân số: 34,331 người, Mật độ dân số: Khoảng 642.78 người/km². Tôi có thể tìm bản đồ tương tác và danh sách xã phường ở đâu?",vreview.vn,OTHER,
xa-hoa-binh,Xã Hòa Bình,place,vinh-long,Xã Hòa Bình Vĩnh Long,MATCH,"Hòa Bình, Vĩnh Long – Wikipedia tiếng Việt","https://vi.wikipedia.org/wiki/Hòa_Bình,_Vĩnh_Long","Xã Hòa Bình được chia thành 18 ấp: Hiệp Hòa, Hiệp Lợi, Hiệp Thạnh, Hiệp Thuận, Hồi Lộc, Hồi Phước, Hồi Thạnh, Hồi Trinh, Hồi Tường, Hồi Xuân, Kinh Mới, Ngã Hòa, Ninh Hòa, Ninh Thuận, Tân Thuận, Tường Hưng, Tường Thọ, Tường Tín.",vi.wikipedia.org,TIER1,
xa-hoa-hiep,Xã Hòa Hiệp,place,vinh-long,Xã Hòa Hiệp Vĩnh Long,MATCH,"Khám phá Xã Hòa Hiệp, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/hoa-hiep-vinh-long,"Hình ảnh bản đồ Tỉnh Vĩnh Long sau sáp nhập.Xã Hòa Hiệp có Diện tích: 44.10 km², Dân số: 31,099 người, Mật độ dân số: Khoảng 705.19 người/km². Tôi có thể tìm bản đồ tương tác và danh sách xã phường ở đâu?",vreview.vn,OTHER,
xa-hoa-minh,Xã Hòa Minh,place,tra-vinh,Xã Hòa Minh Trà Vinh,AMBIGUOUS,Hòa Minh – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Hòa_Minh,"Phía đông giáp xã Đại Điền và Quới Điền, ranh giới là Sông Cổ Chiên. Phía tây và bắc giáp xã Hưng Mỹ, ranh giới là sông Cổ Chiên. Phía nam giáp xã Long Hòa. Xã Hòa Minh có diện tích 35,75 km², dân số năm 2025 là 16.843 người, [2] mật độ dân số đạt 471 người/km².",vi.wikipedia.org,TIER1,
xa-hung-khanh-trung,Xã Hưng Khánh Trung,place,ben-tre,Xã Hưng Khánh Trung Bến Tre,MATCH,Địa điểm du lịch tại Xã Hưng Khánh Trung A của Huyện Mỏ Cày Bắc...,https://dulichdiaphuong.com/xa-phuong/xa-hung-khanh-trung-a-28901.html,"Thuê xe du lịch, đặt tour tại Xã Hưng Khánh Trung A.Kết luận. Trên đây là một số kiến thức và kinh nghiệm du lịch tại Huyện Mỏ Cày Bắc - Tỉnh Bến Tre.",dulichdiaphuong.com,OTHER,
xa-hung-my,Xã Hưng Mỹ,place,tra-vinh,Xã Hưng Mỹ Trà Vinh,MATCH,Hưng Mỹ: Phát huy sức mạnh của Nhân dân,https://www.baotravinh.vn/an-ninh-quoc-phong/hung-my-phat-huy-suc-manh-cua-nhan-dan-26897.html,"Hưng Mỹ là một xã vùng sâu của huyện Châu Thành, có địa phận nằm ven sông Cổ Chiên, cách trung tâm thành phố Trà Vinh khoảng 20km, với diện tích gần 3.000ha, được chia thành 08 ấp.",baotravinh.vn,TIER2,
xa-hung-nhuong,Xã Hưng Nhượng,place,ben-tre,Xã Hưng Nhượng Bến Tre,MATCH,"Xã Hưng Nhượng, huyện Giồng Trôm - Quy hoạch - Bản đồ - Tổng...",https://diaocthongthai.com/xa-hung-nhuong-giong-trom/,"Hưng Nhượng là một xã của huyện Giồng Trôm, tỉnh Bến Tre.1. Địa giới hành chính. 2. Bản đồ xã Hưng Nhượng, huyện Giồng Trôm.",diaocthongthai.com,OTHER,
xa-huong-my,Xã Hương Mỹ,place,ben-tre,Xã Hương Mỹ Bến Tre,MATCH,Xã Hương Mỹ - Tỉnh Vĩnh Long mới được sáp nhập từ những đơn vị...,https://tinhthanhvn.com/tinh-thanh/vinh-long/xa-huong-my,"Xã Hương Mỹ được hình thành từ việc sáp nhập 3 đơn vị cũ: Xã Ngãi Đăng, Xã Cẩm Sơn, Xã Hương Mỹ. thuộc địa bàn Huyện Mỏ Cày Nam, Bến Tre cũ trước đây, nay trở thành một phần quan trọng trong hệ thống hành chính mới sau cải cách.",tinhthanhvn.com,OTHER,
xa-kim-hoa-diem-du-lich-sinh-thai-song-nuoc,Xã Kim Hòa - Điểm du lịch sinh thái sông nước,nature,tra-vinh,Xã Kim Hòa Điểm du lịch sinh thái sông nước Trà Vinh,MATCH,Địa điểm du lịch tại Xã Kim Hòa của Huyện Cầu Ngang - Tỉnh ...,https://dulichdiaphuong.com/xa-phuong/xa-kim-hoa-29434.html,"Xã Kim Hòa thuộc Huyện Cầu Ngang tại Tỉnh Trà Vinh nằm trong vùng Tây Nam Bộ có rất nhiều địa điểm du lịch hấp dẫn và nổi tiếng đang chờ bạn khám phá với khung cảnh thiên nhiên cực kỳ tươi đẹp, các món ngon và địa điểm vui chơi và nét văn hóa đặc trưng ở nơi đây.",dulichdiaphuong.com,OTHER,
xa-lach-xoong-thuan-an,Xà lách xoong Thuận An,product,vinh-long,Xà lách xoong Thuận An Vĩnh Long đặc sản OCOP,MATCH,Cải xà lách xoong Thuận An: Từ rau quê thành sản phẩm OCOP 4 sao,https://dunghangviet.vn/cai-xa-lach-xoong-thuan-an-tu-rau-que-thanh-san-pham-ocop-4-sao/,"Xã Thuận An (Vĩnh Long) từng bước hiện đại hóa mô hình trồng cải xà lách xoong, từ canh tác truyền thống sang sản xuất an toàn, đạt chuẩn VietGAP, đạt chứng nhận OCOP 4 sao và hướng đến phát triển du lịch cộng đồng, mở rộng giá trị nông sản địa phương.",dunghangviet.vn,OTHER,
xa-loc-thuan,Xã Lộc Thuận,place,ben-tre,Xã Lộc Thuận Bến Tre,MATCH,"Xã Lộc Thuận, Huyện Bình Đại, Tỉnh Bến Tre",https://tinbds.com/ben-tre/binh-dai/xa-loc-thuan,"Lộc Thuận là 1 xã của huyện Bình Đại, tỉnh Bến Tre, nước Việt Nam.Google Map Xem trên Google Maps. Các trường THPT, CĐ, ĐH tại Xã Lộc Thuận - Huyện Bình Đại - Bến Tre. STT. Loại.",tinbds.com,OTHER,
xa-long-hiep,Xã Long Hiệp,place,tra-vinh,Xã Long Hiệp Trà Vinh,MATCH,"Khám phá Xã Long Hiệp, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/long-hiep-vinh-long,"Thông tin hành chính Xã Long Hiệp (sau sáp nhập 2025)Sáp nhập từ: Xã Ngọc Biên, Xã Tân Hiệp, Xã Long HiệpDiện tích: 65.17 km²",vreview.vn,OTHER,
xa-long-hoa,Xã Long Hòa,place,tra-vinh,Xã Long Hòa Trà Vinh,MATCH,"Long Hòa, Vĩnh Long – Wikipedia tiếng Việt","https://vi.wikipedia.org/wiki/Long_Hòa,_Vĩnh_Long","Phía nam giáp xã Long Hữu và Mỹ Long, ranh giới là sông Cổ Chiên. Phía bắc giáp xã Hòa Minh; giáp xã Thạnh Phú với ranh giới là sông Cổ Chiên. Xã Long Hòa có diện tích 52,67 km², dân số năm 2025 là 13.309 người, [4] mật độ dân số đạt 252 người/km².",vi.wikipedia.org,TIER1,
xa-long-huu,Xã Long Hữu,place,tra-vinh,Xã Long Hữu Trà Vinh,MATCH,"Xã Long Hữu, Thị Xã Duyên Hải – Quy Hoạch – Bản đồ – Tổng Quan",https://meeymap.com/tin-tuc/xa-long-huu-thi-xa-duyen-hai-quy-hoach-ban-do-tong-quan,"Long Hữu là một xã của thị xã Duyên Hải, tỉnh Trà Vinh. Thông tin tổng quan: VùngLịch sử hình thành xã Long Hữu. Dưới thời Việt Nam Cộng hòa, Long Hữu là một xã thuộc quận Long Toàn, tỉnh Vĩnh Bình.",meeymap.com,OTHER,
xa-long-thanh,Xã Long Thành,place,tra-vinh,Xã Long Thành Trà Vinh,MATCH,"Khám phá Xã Long Thành, Tỉnh Vĩnh Long: Thông Tin... | VReview.vn",https://vreview.vn/long-thanh-vinh-long,"Xã Long Thành được thành lập trên cơ sở sáp nhập Thị trấn Long Thành, Xã Long Khánh. Trụ sở hành chính của Xã Long Thành đặt ở đâu?",vreview.vn,OTHER,
xa-long-vinh,Xã Long Vĩnh,place,tra-vinh,Xã Long Vĩnh Trà Vinh,AMBIGUOUS,Xã Long Vĩnh → Xã Long Vĩnh - Sau sáp nhập 2025,https://dvhcvn.phamhongduc.com/sau-sap-nhap/xa-long-vinh-huyen-duyen-hai-tinh-tra-vinh-sau-sap-nhap-i.29533,Thông tin chi tiết về việc sáp nhập Xã Long Vĩnh thành Xã Long Vĩnh theo Nghị quyết 202/2025/QH15. Mã đơn vị cũ: 29533. Có hiệu lực từ 1/7/2025.,dvhcvn.phamhongduc.com,OTHER,
xa-luc-si-thanh,Xã Lục Sĩ Thành,place,vinh-long,Xã Lục Sĩ Thành Vĩnh Long,MATCH,Lục Sĩ Thành (xã) – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Lục_Sĩ_Thành_(xã),"Lục Sĩ Thành (còn được viết Lục Sỹ Thành) là một xã thuộc tỉnh Vĩnh Long, Việt Nam.",vi.wikipedia.org,TIER1,
xa-luong-hoa,Xã Lương Hòa,place,ben-tre,Xã Lương Hòa Bến Tre,MATCH,"Giới thiệu xã Lương Hòa, tỉnh Bến Tre (cũ) sau khi sáp nhập năm...",https://thaydoigiayto.vn/gioi-thieu-xa-luong-hoa-tinh-ben-tre-cu-sau-khi-sap-nhap-nam-2025/,"Trụ sở chính của xã mới đặt tại Ấp 6B, xã Lương Hòa, tỉnh Tây Ninh. Nguồn: Nghị quyết số 1687/NQ-UBTVQH15.",thaydoigiayto.vn,OTHER,
