entity_id,name,type,area,trust_score,verdict,claim_count,source_status,web_result,hallucination_flags,factual_errors,missing_source
thanh-huong,Thanh Hương,person,vinh-long,76,PARTIAL,0,TIER1_2,MATCH,large_coordinate_cluster_89;approximate_coordinates;missing_images;web_match,0,N
thanh-long-vang-thanh-duc-ocop-3-sao,Thanh long vàng Thanh Đức (OCOP 3 sao),product,vinh-long,76,PARTIAL,4,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_4;web_match,0,Y
thien-vien-truc-lam-duyen-hai,Thiền viện Trúc Lâm Duyên Hải,attraction,tra-vinh,76,PARTIAL,3,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_3;web_match,0,Y
thoai-ngoc-hau,Thoại Ngọc Hầu,person,vinh-long,76,PARTIAL,3,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_3;web_match,0,Y
tinh-xa-ngoc-nhan,Tịnh Xá Ngọc Nhẫn,attraction,vinh-long,76,PARTIAL,2,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_2;web_match,0,Y
toa-giam-muc-giao-phan-vinh-long,Tòa Giám mục Giáo phận Vĩnh Long,history,vinh-long,76,PARTIAL,3,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_3;web_match,0,Y
tom-kho-hai-kham,Tôm khô Hai Khâm,product,tra-vinh,76,PARTIAL,6,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_6;web_match,0,Y
tom-su-binh-dai,Tôm sú Bình Đại,product,ben-tre,76,PARTIAL,1,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_1;web_match,0,Y
truong-xuan,Trường Xuân,person,vinh-long,76,PARTIAL,0,TIER1_2,MATCH,large_coordinate_cluster_255;approximate_coordinates;missing_images;web_match,0,N
ut-tra-on,Út Trà Ôn,person,vinh-long,76,PARTIAL,0,TIER1_2,MATCH,large_coordinate_cluster_255;approximate_coordinates;missing_images;web_match,0,N
vung-trong-cam-sapota-huu-thanh,Vùng trồng cam Sapota Hựu Thành,nature,vinh-long,76,PARTIAL,2,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_2;web_match,0,Y
vuon-cay-an-trai-mo-cay-bac,Vườn cây ăn trái Mỏ Cày Bắc,nature,ben-tre,76,PARTIAL,2,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_2;web_match,0,Y
vuon-kieng-thu-nam-cong,Vườn kiểng thú Năm Công,attraction,ben-tre,76,PARTIAL,1,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_1;web_match,0,Y
vuon-trai-cay-cu-lao-dai,Vườn trái cây Cù Lao Dài,nature,vinh-long,76,PARTIAL,1,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_1;web_match,0,Y
vuon-trai-cay-dac-san-long-ho,Vườn trái cây đặc sản Long Hồ,nature,vinh-long,76,PARTIAL,1,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_1;web_match,0,Y
xa-kim-hoa-diem-du-lich-sinh-thai-song-nuoc,Xã Kim Hòa - Điểm du lịch sinh thái sông nước,nature,tra-vinh,76,PARTIAL,2,SELF_ONLY,MATCH,self_reference_only;missing_images;unverified_claims_2;web_match,0,Y
khach-san-paris-vinh-long,Khách sạn Paris Vĩnh Long,accommodation,vinh-long,77,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
one-hotel,ONE HOTEL,accommodation,vinh-long,77,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;phone_format_only_not_live_verified;web_match,0,N
bao-tang-van-hoa-dan-toc-khmer,Bảo tàng văn hóa dân tộc Khmer,attraction,tra-vinh,78,PARTIAL,6,TIER1_2,MATCH,coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,N
bun-nuoc-leo---ly-thuong-kiet,Bún Nước Lèo - Lý Thường Kiệt,restaurant,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
caffe-takeaway---tan-ke,Caffe Takeaway - Tán Kế,restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
cho-dem-ben-tre,Chợ đêm Bến Tre,attraction,ben-tre,78,PARTIAL,1,TIER1_2,MATCH,coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
cho-thanh-phu,Chợ Thạnh Phú,attraction,ben-tre,78,PARTIAL,2,TIER1_2,MATCH,coordinate_cluster_25;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,N
co-dai---sinh-to-giai-khat,Cô Đài - Sinh Tố Giải Khát,restaurant,vinh-long,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
cua-hang-ocop-ao-ba-om,Cửa hàng OCOP Ao Bà Om,attraction,tra-vinh,78,PARTIAL,5,TIER1_2,MATCH,coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,N
deja-huynh-kha-coffee,DéJà Huỳnh Kha Coffee,cafe,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
hu-tieu-chay,Hủ Tiếu Chay,restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
kagon---mi-cay-han-quoc-7-cap-do,Kagon - Mì Cay Hàn Quốc 7 Cấp Độ,restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
khu-du-lich-sinh-thai-anh-ba-khia,Khu du lịch sinh thái Anh Ba Khía,attraction,ben-tre,78,PARTIAL,2,TIER1_2,MATCH,coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,N
khu-sinh-thai-gio-duoc-thanh-phu-ben-tre,Khu Sinh Thái Gió Đước,experience,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
khu-van-hoa-du-lich-ao-ba-om,"Khu Văn hóa, du lịch ao Bà Om",attraction,tra-vinh,78,PARTIAL,4,TIER1_2,MATCH,coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
lang-van-coffee,Làng Văn Coffee,cafe,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
le-hoi-ok-om-bok,Lễ hội Ok Om Bok,event,tra-vinh,78,PARTIAL,8,TIER1_2,MATCH,coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,N
mat-ong-hoa-dua-ben-tre,Mật Ong Hoa Dừa Bến Tre,product,ben-tre,78,PARTIAL,6,INDEPENDENT_LOW,MATCH,source_not_tier1_2;coordinate_cluster_11;missing_images;unverified_claims_6;web_match,0,N
nam-son,Nam Sơn,restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
oc-gao-con-phu-da,Ốc gạo Cồn Phú Đa,product,ben-tre,78,PARTIAL,2,TIER1_2,MATCH,coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,N
ola-tea-house,Ola Tea House,restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-hoa-thuan,Phường Hòa Thuận,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-hung-hoa,Phường Hùng Hoà,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-phu-tan,Phường Phú Tân,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-tan-hoa,Phường Tân Hoà,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-tan-thuy,Phường Tân Thủy,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-tien-thuy,Phường Tiên Thủy,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
p-vung-liem,Phường Vũng Liêm,place,vinh-long,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
quan-71---am-thuc-chay-xoi-che,"Quán 71 - Ẩm Thực Chay, Xôi Chè",restaurant,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
rung-tram-cang-long-tra-vinh,Rừng tràm Trà Vinh - Khu vực Càng Long,nature,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
vinh-long,Tỉnh Vĩnh Long,place,vinh-long,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-an-dinh,Xã An Định,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-an-hiep,Xã An Hiệp,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-an-qui,Xã An Qui,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-bao-thanh,Xã Bảo Thạnh,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-binh-phu,Xã Bình Phú,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-chau-hoa,Xã Châu Hòa,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-chau-hung,Xã Châu Hưng,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-chau-thanh,Xã Châu Thành,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-dai-dien,Xã Đại Điền,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-don-chau,Xã Đôn Châu,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-dong-khoi,Xã Đồng Khởi,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-giao-long,Xã Giao Long,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-giong-trom,Xã Giồng Trôm,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-ham-giang,Xã Hàm Giang,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-hung-khanh-trung,Xã Hưng Khánh Trung,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-hung-my,Xã Hưng Mỹ,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-long-hiep,Xã Long Hiệp,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-long-huu,Xã Long Hữu,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-luong-hoa,Xã Lương Hòa,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-luong-phu,Xã Lương Phú,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-luu-nghiep-anh,Xã Lưu Nghiệp Anh,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-nhi-truong,Xã Nhị Trường,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-phong-thanh,Xã Phong Thạnh,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-phuoc-long,Xã Phước Long,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-phuoc-my-trung,Xã Phước Mỹ Trung,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-song-loc,Xã Song Lộc,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-tan-xuan,Xã Tân Xuân,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-tap-son,Xã Tập Sơn,place,tra-vinh,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-thanh-phu,Xã Thạnh Phú,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-thanh-phuoc,Xã Thạnh Phước,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-thanh-thoi,Xã Thành Thới,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
xa-thoi-thuan,Xã Thới Thuận,place,ben-tre,78,PARTIAL,0,NO_URL,MATCH,source_without_url;missing_images;web_match,0,Y
banh-xeo-hen-cu-lao-dai,Bánh Xèo Hến Cù Lao Dài,dish,vinh-long,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
bien-con-bung-thanh-phu,Biển Cồn Bửng Thạnh Phú,nature,ben-tre,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
bun-mam-co-ba,Bún Mắm Cô Ba,dish,vinh-long,80,PARTIAL,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
canh-dong-dien-gio-duyen-hai,Cánh đồng Điện Gió Duyên Hải,attraction,tra-vinh,80,PARTIAL,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
chu-u-rang-me,Chù ụ rang me,dish,tra-vinh,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
chua-hung-hue,Chùa Hưng Huệ,history,vinh-long,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
chua-kim-long-chua-uoc,Chùa Kim Long (Chùa Ước),history,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
chua-sa-leng-kompong-chray,Chùa Sa Leng (Kompong Chrây),attraction,tra-vinh,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
chua-vam-ray-wat-samrong,Chùa Vàm Ray (Wat Samrong),attraction,tra-vinh,80,PARTIAL,2,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,N
con-tam-hiep-dao-tam-hiep,Cồn Tam Hiệp (đảo Tam Hiệp),nature,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
con-thanh-long-mo-cay-nam,Cồn Thành Long Mỏ Cày Nam,attraction,ben-tre,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
cu-lao-tan-quy-cau-ke,Cù Lao Tân Quy Cầu Kè,nature,tra-vinh,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
cua-hang-dac-san-mekong,Cửa hàng đặc sản Mekong,attraction,vinh-long,80,PARTIAL,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
diem-trung-bay-ocop-vinh-long,Điểm trưng bày OCOP Vĩnh Long,attraction,vinh-long,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
homestay-hai-cuong,Homestay Hai Cường,accommodation,vinh-long,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
hu-tieu-ba-phu,Hủ Tiếu Ba Phú,dish,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
huyen-tam-binh,huyện Tam Bình,history,vinh-long,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
khach-san-anh-hong,Khách sạn Ánh Hồng,accommodation,vinh-long,80,PARTIAL,4,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified,0,N
khach-san-hoai-phu,Khách sạn Hoài Phú,accommodation,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
khach-san-nguyen-mai,Khách sạn Nguyễn Mai,accommodation,vinh-long,80,PARTIAL,4,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified,0,N
khach-san-phuong-hoang,Khách sạn Phượng Hoàng,accommodation,vinh-long,80,PARTIAL,6,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_6;phone_format_only_not_live_verified,0,N
khach-san-tan-an-loc,Khách sạn Tân An Lộc,accommodation,vinh-long,80,PARTIAL,4,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified,0,N
khach-san-tan-xuan,Khách sạn Tân Xuân,accommodation,vinh-long,80,PARTIAL,4,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified,0,N
khu-du-lich-sinh-thai-chin-song-thanh-phu,Khu Du Lịch Sinh Thái Chín Sông Thạnh Phú,attraction,ben-tre,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
khu-du-lich-truong-huy-long-ho,Khu Du Lịch Trường Huy Long Hồ,experience,vinh-long,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
khu-luu-niem-nu-tuong-nguyen-thi-dinh,Khu lưu niệm Nữ tướng Nguyễn Thị Định,attraction,ben-tre,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet,Khu lưu niệm Thủ tướng Chính phủ Võ Văn Kiệt,attraction,vinh-long,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
khu-luu-niem-thu-tuong-vo-van-kiet,Khu Lưu Niệm Thủ tướng Võ Văn Kiệt,history,vinh-long,80,PARTIAL,9,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_9;web_match,0,N
lang-dan-lat-duc-my-cang-long,Làng Đan Lát Đức Mỹ Càng Long,craft_village,tra-vinh,80,PARTIAL,2,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,N
lang-det-chieu-ca-hom-ham-tan,Làng Dệt Chiếu Cà Hom Hàm Tân,craft_village,tra-vinh,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
lang-nghe-dan-dat-ba-tri,Làng nghề đan đát Ba Tri,craft_village,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
lang-nghe-dong-ghe-xuong-an-dinh,Làng Nghề Đóng Ghe Xuồng An Định,craft_village,ben-tre,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
lang-nghe-gom-truyen-thong-long-ho,Làng nghề gốm truyền thống Long Hồ,craft_village,vinh-long,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
loi-choi-sa-ot-tra-vinh,Loi Choi Sả Ớt Trà Vinh,dish,tra-vinh,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
mekong-hotel-restaurant,Mekong Hotel & Restaurant,accommodation,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
mekong-pottery-homestay,Mekong Pottery Homestay,accommodation,vinh-long,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
nha-bia-tuong-niem-truong-vinh-ky,Nhà bia tưởng niệm Trương Vĩnh Ký,history,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
nha-co-huynh-phu-thanh-phu,Nhà Cổ Huỳnh Phủ Thạnh Phú,history,ben-tre,80,PARTIAL,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,N
nhan-an-binh-tam-binh,Nhãn An Bình Tam Bình,product,vinh-long,80,PARTIAL,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
oc-viet-ben-tre,Ốc viết Bến Tre,dish,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
quan-meo-u-kitchen,Quán Mèo Ú Kitchen,experience,vinh-long,80,PARTIAL,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,N
rung-ngap-man-thanh-phong,Rừng ngập mặn Thạnh Phong,nature,ben-tre,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
san-chim-vam-ho-ba-tri,Sân Chim Vàm Hồ Ba Tri,nature,ben-tre,80,PARTIAL,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,N
vung-giong-cat-long-vinh,Vùng giồng cát Long Vĩnh,nature,tra-vinh,80,PARTIAL,0,SELF_ONLY,MATCH,self_reference_only;missing_images;web_match,0,Y
xa-thanh-hai,Xã Thạnh Hải,place,ben-tre,82,VERIFIED,0,TIER1_2,MATCH,coordinate_cluster_25;approximate_coordinates;missing_images;web_match,0,N
cau-lac-bo-don-ca-tai-tu-huyen-vung-liem,Câu lạc bộ đờn ca tài tử huyện Vũng Liêm,experience,vinh-long,83,PARTIAL,1,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_1,0,N
chua-shanghamangala-khmer-vung-liem,Chùa Hạnh Phúc Tăng (Sanghamangala),attraction,vinh-long,83,PARTIAL,6,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_6,0,N
muoi-ba-tri,Muối Ba Tri,product,ben-tre,83,PARTIAL,7,TIER1_2,AMBIGUOUS,approximate_coordinates;missing_images;unverified_claims_7,0,N
nha-hang-phuong-thuy,Nhà hàng Phương Thủy,restaurant,vinh-long,83,PARTIAL,1,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_1,0,N
nha-san-ong-muoi-day,Nhà sàn ông Mười Đầy,attraction,vinh-long,83,PARTIAL,2,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_2,0,N
tran-dai-nghia,Trần Đại Nghĩa,person,vinh-long,83,PARTIAL,5,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_5,0,N
xa-tuong-loc,xã Tường Lộc,history,vinh-long,83,PARTIAL,4,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;missing_images;unverified_claims_4,0,N
banh-xeo-oc-gao-phu-da,Bánh Xèo Ốc Gạo Phú Đa,dish,ben-tre,84,PARTIAL,0,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;web_match,0,N
trai-quach-tra-vinh,Trái Quách Trà Vinh,product,tra-vinh,84,PARTIAL,0,INDEPENDENT_LOW,MATCH,source_not_tier1_2;approximate_coordinates;missing_images;web_match,0,N
coconut-homestay,Coconut Homestay,accommodation,ben-tre,85,PARTIAL,1,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_1;phone_format_only_not_live_verified;web_match,0,N
homestay-nguoi-giu-rung,Homestay Người Giữ Rừng,accommodation,ben-tre,85,PARTIAL,1,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_1;phone_format_only_not_live_verified;web_match,0,N
homestay-ut-trinh-con-tam-hiep,Homestay Út Trinh (Cồn Tam Hiệp),accommodation,ben-tre,85,PARTIAL,1,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_1;phone_format_only_not_live_verified;web_match,0,N
khach-san-anh-duc,Khách sạn Anh Đức,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-anh-hong-mang-thit,Khách sạn Ánh Hồng (Mang Thít),accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-dong-quan,Khách sạn Đông Quân,accommodation,vinh-long,85,PARTIAL,5,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,N
khach-san-hoa-ngoc,Khách sạn Hoa Ngọc,accommodation,vinh-long,85,PARTIAL,5,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,N
khach-san-hoang-hao,Khách sạn Hoàng Hảo,accommodation,vinh-long,85,PARTIAL,5,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,N
khach-san-lac-long,Khách sạn Lạc Long,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-minh-khue,Khách sạn Minh Khuê,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-ngoi-sao,Khách sạn Ngôi Sao,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-phuoc-thanh-iv,Khách sạn Phước Thành IV,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
khach-san-tan-sang,Khách sạn Tấn Sang,accommodation,vinh-long,85,PARTIAL,5,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,N
khach-san-tan-thanh-2,Khách sạn Tân Thành 2,accommodation,vinh-long,85,PARTIAL,4,TIER1_2,MATCH,approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
